"issue_time","plate","make","body_style","color","agency","violation_code","violation","fine"
"834","CA","BMW","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1209","CA","FORD","PU","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1355","CA","MERZ","PA","BK","51","88.13B+","METER EXP.","$63"
"649","CA","HOND","PA","SL","56","8.06E+02","WHITE ZONE","$58"
"1011","CA","CHEV","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"830","CA","HOND","PA","BL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1130","CA","TOYT","PA","WT","51","88.13B+","METER EXP.","$63"
"936","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1209","CA","FORD","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1929","CA","NISS","PU","BK","56","88.13B+","METER EXP.","$63"
"1340","AR","CHEV","PA","WT","51","80.58L","PREFERENTIAL PARKING","$68"
"2013","CA","TOYT","PA","SL","56","80.58L","PREFERENTIAL PARKING","$68"
"1105","CA","CHEV","CM","WT","56","88.13B+","METER EXP.","$63"
"852","CA","TOYT","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"820","CA","TOYT","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1445","CA","BMW","PA","GY","51","80.69C","PARKED OVER TIME LIM","$58"
"1339","CA","MERZ","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1115","CA","NISS","PA","BL","54","88.13B+","METER EXP.","$63"
"1207","CA","FORD","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"636","CA","FORD","VN","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1833","FL","FORD","PA","BL","53","88.13B+","METER EXP.","$63"
"1205","CA","NISS","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2059","CA","HOND","PA","SL","51","80.58L","PREFERENTIAL PARKING","$68"
"455","CA","TOYO","VN","WH","1","8.06E+04","WHITE ZONE","$58"
"109","CA","FORD","PA","RD","54","80.58L","PREFERENTIAL PARKING","$68"
"702","CA","FORD","PA","WT","57","5204A-","DISPLAY OF TABS","$25"
"1047","CA","TOYT","PU","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1234","CA","HOND","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"946","CA","HOND","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1650","TX","CHEV","PA","RD","54","88.13B+","METER EXP.","$63"
"1426","CA","NISS","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1622","CA","MERZ","PA","GY","56","88.13B+","METER EXP.","$63"
"1703","AZ","CHEV","PA","SL","56","88.13B+","METER EXP.","$63"
"1027","CA","NISS","PA","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"817","CA","CHEV","VN","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1009","CA","BMW","PA","WT","53","5200","DISPLAY OF PLATES","$25"
"1012","CA","FORD","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1213","TX","FORD","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1034","CA","BMW","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"826","CA","TOYT","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"155","WA","FORD","PA","SL","54","8.06E+02","WHITE ZONE","$58"
"1440","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"555","CA","FORD","VN","WT","56","8.06E+02","WHITE ZONE","$58"
"120","CA","TOYT","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"333","CA","FORD","PA","WT","53","5200","DISPLAY OF PLATES","$25"
"821","CA","HOND","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1026","CA","BMW","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1706","CA","HOND","PA","GY","54","88.13B+","METER EXP.","$63"
"1114","CA","CHEV","PU","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1046","CA","BMW","PA","SL","54","5204A-","DISPLAY OF TABS","$25"
"820","CA","MERZ","PA","BK","56","88.13B+","METER EXP.","$63"
"1707","OR","FORD","PA","RD","56","80.56E4+","RED ZONE","$93"
"815","CA","HOND","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1150","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"846","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1121","CA","CHEV","PA","BK","53","88.13B+","METER EXP.","$63"
"817","CA","NISS","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1151","FL","FORD","PA","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1339","CA","HOND","PA","BL","54","88.13B+","METER EXP.","$63"
"42","CA","MERZ","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1017","CA","FORD","CM","WT","54","5204A-","DISPLAY OF TABS","$25"
"1027","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2117","CA","TOYT","PA","BL","56","80.56E4+","RED ZONE","$93"
"1231","FL","FORD","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1257","MO","CHEV","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"1016","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1005","CA","TOYO","PA","SI","54","8069BS","NO PARK/STREET CLEAN","$73"
"1520","CA","NISS","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"901","CA","BMW","PA","BL","53","5204A-","DISPLAY OF TABS","$25"
"844","CA","CHEV","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"2304","CA","NISS","PA","RD","56","80.56E4+","RED ZONE","$93"
"1109","CA","HOND","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"135","CA","MERZ","PA","GY","51","5200","DISPLAY OF PLATES","$25"
"1239","CA","CHEV","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1128","CA","FORD","PA","WT","54","88.13B+","METER EXP.","$63"
"808","CA","HOND","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"858","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1031","CA","FORD","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"843","CA","MERZ","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"815","CA","NISS","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1644","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"929","CA","CHEV","TK","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1710","CA","HOND","PA","BK","1","8.06E+07","RED ZONE","$93"
"1717","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"1008","CA","BMW","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1301","CA","TOYT","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1722","CA","CHEV","PA","WT","55","80.56E4+","RED ZONE","$93"
"1701","CA","NISS","PA","BK","51","5204A-","DISPLAY OF TABS","$25"
"1632","CA","FORD","PA","BK","53","88.13B+","METER EXP.","$63"
"908","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1223","CA","HOND","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"709","CA","HOND","PA","BL","51","80.56E4+","RED ZONE","$93"
"826","CA","FORD","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1108","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"500","CA","CHEV","PU","BK","56","5204A-","DISPLAY OF TABS","$25"
"1110","CA","TOYT","TK","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"810","CA","HOND","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"850","CA","TOYT","PU","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1637","FL","HOND","PA","WT","54","88.13B+","METER EXP.","$63"
"824","CA","TOYT","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1442","CA","TOYT","PA","SL","53","80.56E4+","RED ZONE","$93"
"1536","CA","NISS","PA","WT","56","80.56E4+","RED ZONE","$93"
"1441","CA","HOND","PA","SL","55","80.69C","PARKED OVER TIME LIM","$58"
"832","CA","HOND","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1305","CA","TOYT","TK","BK","53","80.69C","PARKED OVER TIME LIM","$58"
"140","CA","TOYT","PA","SL","55","5204A-","DISPLAY OF TABS","$25"
"1115","CA","HOND","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1207","CA","NISS","PA","BK","55","8069BS","NO PARK/STREET CLEAN","$73"
"1705","CA","NISS","PA","WT","56","88.13B+","METER EXP.","$63"
"920","CA","MERZ","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"808","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"1105","CA","HOND","PA","BK","56","5200","DISPLAY OF PLATES","$25"
"1025","CA","TOYT","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"827","CA","FORD","VN","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"59","CA","NISS","TK","WT","54","8.06E+02","WHITE ZONE","$58"
"1142","CA","TOYT","PA","BK","53","80.58L","PREFERENTIAL PARKING","$68"
"904","CA","MERZ","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1225","CA","BMW","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1235","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"949","CA","FORD","VN","WT","56","80.56E4+","RED ZONE","$93"
"941","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"153","CA","TOYT","PA","GY","51","5200","DISPLAY OF PLATES","$25"
"1727","CA","FORD","TK","BK","55","5204A-","DISPLAY OF TABS","$25"
"849","CA","CHEV","PU","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1206","CA","FORD","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"805","CA","BMW","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"820","CA","TOYT","PA","WT","54","88.13B+","METER EXP.","$63"
"1408","CA","HOND","PA","RD","56","88.13B+","METER EXP.","$63"
"956","MO","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"437","CA","HOND","PA","BL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"446","CA","TOYO","PA","BK","54","8.06E+07","RED ZONE","$93"
"937","CA","TOYT","PA","GY","54","88.13B+","METER EXP.","$63"
"1227","CA","HOND","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"909","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1036","CA","CHEV","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1045","CA","MERZ","PA","RD","51","88.13B+","METER EXP.","$63"
"226","CA","FORD","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"1104","CA","TOYT","PA","SL","51","8.06E+02","WHITE ZONE","$58"
"807","CA","HOND","PA","SL","53","88.13B+","METER EXP.","$63"
"1015","CA","NISS","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"204","CA","TOYT","PA","SL","54","80.56E4+","RED ZONE","$93"
"1023","CA","TOYT","PA","BL","54","88.13B+","METER EXP.","$63"
"1323","CA","TOYT","PA","BK","57","5204A-","DISPLAY OF TABS","$25"
"1120","CA","TOYT","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1134","PA","HOND","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"555","CA","TOYT","PA","SL","54","5204A-","DISPLAY OF TABS","$25"
"1127","CA","FORD","PA","BK","56","80.69C","PARKED OVER TIME LIM","$58"
"1130","CA","FORD","PA","WH","4","8.06E+07","RED ZONE","$93"
"1022","CA","TOYT","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1059","CA","BMW","PA","BL","56","5204A-","DISPLAY OF TABS","$25"
"833","CA","NISS","PA","GY","55","8069BS","NO PARK/STREET CLEAN","$73"
"1446","CA","MERZ","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1216","CA","NISS","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"840","CA","HOND","PA","GY","51","8069BS","NO PARK/STREET CLEAN","$73"
"1451","CA","HOND","PA","GY","54","80.69C","PARKED OVER TIME LIM","$58"
"834","CA","FORD","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1021","CA","TOYT","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1220","WA","BMW","PA","BK","54","88.13B+","METER EXP.","$63"
"826","CA","CHEV","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2055","CA","TOYT","PA","BK","53","80.56E4+","RED ZONE","$93"
"1958","CA","HOND","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1041","CA","FORD","VN","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1013","CA","CHEV","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"810","TN","TOYT","PA","GY","56","80.56E4+","RED ZONE","$93"
"1207","CA","BMW","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"135","CA","FORD","PU","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1322","CA","HOND","PA","BK","55","80.69AP+","NO STOP/STANDING","$93"
"853","CA","NISS","TK","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1910","CA","FORD","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1121","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"1646","CA","BMW","PA","WT","56","80.69AP+","NO STOP/STANDING","$93"
"2034","CA","HOND","PA","BK","56","80.58L","PREFERENTIAL PARKING","$68"
"1502","CA","FORD","VN","SL","54","80.56E4+","RED ZONE","$93"
"2054","CA","NISS","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1604","CA","TOYT","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"1431","CA","HOND","PA","SL","56","80.69C","PARKED OVER TIME LIM","$58"
"814","NY","HOND","PA","GN","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1257","CA","FORD","PA","BK","56","88.13B+","METER EXP.","$63"
"925","CA","TOYT","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1514","CA","CHEV","PU","GY","56","80.69C","PARKED OVER TIME LIM","$58"
"1728","CA","HOND","PA","BL","51","88.13B+","METER EXP.","$63"
"1243","CA","TOYT","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1124","CA","FORD","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1605","CA","NISS","PA","GY","56","80.69AP+","NO STOP/STANDING","$93"
"852","CA","TOYT","PA","GN","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1458","CA","TOYT","PA","GY","53","88.13B+","METER EXP.","$63"
"1437","CA","CHEV","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1714","CA","CHEV","PA","SL","51","80.69C","PARKED OVER TIME LIM","$58"
"1655","CA","FORD","CM","WT","56","80.69AP+","NO STOP/STANDING","$93"
"1608","CA","NISS","PA","BK","53","80.69AP+","NO STOP/STANDING","$93"
"1235","CA","BMW","PA","GY","56","88.13B+","METER EXP.","$63"
"1624","CA","FORD","PA","WT","51","5204A-","DISPLAY OF TABS","$25"
"1625","CA","MERZ","PA","BK","53","88.13B+","METER EXP.","$63"
"1155","CA","CHEV","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2016","CA","NISS","PA","SL","56","80.58L","PREFERENTIAL PARKING","$68"
"1009","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1425","CA","NISS","PA","BL","56","88.13B+","METER EXP.","$63"
"1033","CA","TOYT","PA","WT","53","80.69C","PARKED OVER TIME LIM","$58"
"1345","CA","HOND","PA","GY","54","80.69C","PARKED OVER TIME LIM","$58"
"612","CA","FORD","PA","GY","51","5204A-","DISPLAY OF TABS","$25"
"753","CA","HOND","PA","GN","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1454","CA","BMW","PA","BK","53","88.13B+","METER EXP.","$63"
"1318","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1922","CA","TOYT","PA","GY","53","88.13B+","METER EXP.","$63"
"1236","CA","FORD","PU","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1206","CA","TOYT","PU","GN","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1235","CA","BMW","PA","WT","54","88.13B+","METER EXP.","$63"
"1548","CA","HOND","PA","WT","56","88.13B+","METER EXP.","$63"
"1717","CA","MERZ","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"930","WA","TOYT","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1854","CA","HOND","PA","WT","53","88.13B+","METER EXP.","$63"
"1114","CA","FORD","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1826","CA","NISS","PA","GY","53","88.13B+","METER EXP.","$63"
"1034","CA","BMW","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1320","CA","HOND","PA","SL","51","80.56E4+","RED ZONE","$93"
"822","CA","HOND","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1826","CA","HOND","PA","BK","53","80.58L","PREFERENTIAL PARKING","$68"
"853","UT","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1446","CA","TOYO","PA","GY","54","8069BS","NO PARK/STREET CLEAN","$73"
"1013","CA","TOYT","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1053","CA","TOYT","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1919","CA","FORD","PU","BL","53","88.13B+","METER EXP.","$63"
"1232","CA","BMW","PA","WT","56","88.13B+","METER EXP.","$63"
"1401","CA","HOND","PA","GY","51","88.13B+","METER EXP.","$63"
"1604","CA","FORD","PA","BL","55","5204A-","DISPLAY OF TABS","$25"
"1210","CA","CHEV","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"823","CA","HOND","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1005","CA","BMW","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1223","CA","HOND","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1113","CA","HOND","PA","GN","51","80.69C","PARKED OVER TIME LIM","$58"
"1847","CA","NISS","PA","WT","54","80.69AP+","NO STOP/STANDING","$93"
"1232","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"148","CA","NISS","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1749","CA","TOYT","PA","GY","51","5204A-","DISPLAY OF TABS","$25"
"743","CA","HOND","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1137","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"1533","CA","HOND","PA","BL","53","80.69C","PARKED OVER TIME LIM","$58"
"1812","CA","MERZ","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1225","AZ","CHEV","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1431","CA","TOYT","PA","WT","54","88.13B+","METER EXP.","$63"
"1059","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1023","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1734","CA","TOYT","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"1026","CA","NISS","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2321","CA","CHEV","TK","SL","54","8.06E+02","WHITE ZONE","$58"
"634","CA","MERC","PA","RD","55","80.56E4+","RED ZONE","$93"
"1250","CA","TOYT","PA","RD","56","8.06E+02","WHITE ZONE","$58"
"1229","CA","FORD","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1330","CA","TOYT","PA","GY","55","80.69C","PARKED OVER TIME LIM","$58"
"1220","FL","FORD","PA","RD","54","80.69C","PARKED OVER TIME LIM","$58"
"1833","CA","CHEV","CM","WT","53","88.13B+","METER EXP.","$63"
"2305","CA","HOND","PA","GY","56","80.56E4+","RED ZONE","$93"
"1241","CA","MERZ","PA","BK","40","80.69C","PARKED OVER TIME LIM","$58"
"1300","CA","TOYT","PA","GY","51","5204A-","DISPLAY OF TABS","$25"
"936","CA","BMW","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"902","CA","MERZ","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1126","NV","NISS","PA","SL","51","88.13B+","METER EXP.","$63"
"1339","CA","MERZ","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"1742","TX","NISS","PA","GY","53","88.13B+","METER EXP.","$63"
"1728","CA","MERZ","PA","SL","53","88.13B+","METER EXP.","$63"
"1254","CA","TOYT","PA","SL","53","5204A-","DISPLAY OF TABS","$25"
"1043","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1432","CA","FORD","VN","BL","56","88.13B+","METER EXP.","$63"
"1254","CA","FORD","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1217","CA","MERZ","PA","BK","54","88.13B+","METER EXP.","$63"
"1204","CA","MERZ","PA","SL","51","88.13B+","METER EXP.","$63"
"1939","CA","CHEV","PA","WT","54","88.13B+","METER EXP.","$63"
"2220","CA","HOND","PA","WT","53","80.58L","PREFERENTIAL PARKING","$68"
"1906","CA","TOYT","PA","WT","56","5200","DISPLAY OF PLATES","$25"
"1248","CA","HOND","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1522","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"2138","CA","TOYT","PA","WT","54","5200","DISPLAY OF PLATES","$25"
"2101","CA","MERZ","PA","GY","56","8.06E+02","WHITE ZONE","$58"
"1200","CA","FORD","PU","GY","53","80.56E4+","RED ZONE","$93"
"1610","CA","HOND","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1217","CA","TOYT","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1456","NV","NISS","PA","BL","51","88.13B+","METER EXP.","$63"
"815","CA","FORD","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1626","CA","FORD","PA","GN","56","5200","DISPLAY OF PLATES","$25"
"737","CA","TOYT","PA","GY","54","8.06E+02","WHITE ZONE","$58"
"822","CA","HOND","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1025","FL","NISS","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1058","CA","FORD","PA","SL","53","88.13B+","METER EXP.","$63"
"1150","FL","TOYT","PA","GN","56","80.69C","PARKED OVER TIME LIM","$58"
"1945","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"1719","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"1023","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"651","CA","BMW","PA","BK","55","80.56E4+","RED ZONE","$93"
"820","CA","FORD","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"720","CA","CHEV","PA","SL","56","80.69C","PARKED OVER TIME LIM","$58"
"1216","CA","HOND","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"915","CA","TOYT","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1904","CA","TOYT","PA","GY","56","5200","DISPLAY OF PLATES","$25"
"1019","CA","TOYT","PA","SL","54","80.69C","PARKED OVER TIME LIM","$58"
"1300","CA","FORD","VN","WT","53","5204A-","DISPLAY OF TABS","$25"
"1240","CA","BMW","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1854","CA","TOYT","TK","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"840","CA","CHEV","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1811","CA","HOND","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1210","CA","CHEV","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1827","MI","FORD","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1219","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1301","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"1651","IL","CHEV","PA","BK","54","80.56E4+","RED ZONE","$93"
"1706","CA","NISS","PA","WT","54","80.69AP+","NO STOP/STANDING","$93"
"1223","CA","BMW","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1221","CA","CHEV","PU","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1255","CA","NISS","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1637","CA","MERZ","PA","SL","53","8.06E+02","WHITE ZONE","$58"
"850","CA","FORD","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1543","CA","FORD","PA","SL","56","5200","DISPLAY OF PLATES","$25"
"1029","CA","HOND","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1511","CA","HOND","PA","BL","53","80.56E4+","RED ZONE","$93"
"1337","CA","BMW","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","NA"
"842","CA","BMW","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2245","CA","HOND","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"713","CA","TOYT","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
